ID,Date,Localisation à Montréal,Secteur d'activité de l'entreprise,Nombre d'employés de l'entreprise au 1er mars 2020,Sujet de la demande: Soutien financier,Sujet de la demande: Maintien des opérations,Sujet de la demande: Fiscalité (taxes et impôts),Sujet de la demande: Ressources humaines,Sujet de la demande: Réglementation,Sujet de la demande: Marketing,Sujet de la demande: Santé et sécurité,Source de la demande,Arrondissement ou ville liée
198,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,,,,Ressources humaines,,,,Téléphone,Inconnu(e)
1369,2020-03-20,Oui,"Arts, spectacles et loisirs",Taille inconnue,,,,,,,,Formulaire,Verdun
621,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
201,2020-03-26,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Téléphone,Inconnu(e)
202,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1370,2020-03-20,Oui,Inconnu,Taille inconnue,,,,,,,,Formulaire,Inconnu(e)
204,2020-03-25,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1340,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1341,2020-03-20,Oui,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1342,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
203,2020-03-20,Localisation inconnue,Fabrication,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
210,2020-03-26,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Téléphone,Inconnu(e)
211,2020-03-24,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
212,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
213,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
214,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
1343,2020-03-20,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Formulaire,Pierrefonds-Roxboro
1344,2020-03-20,Oui,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Le Sud-Ouest
217,2020-03-20,Non,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,Ressources humaines,Réglementation,,,Téléphone,Hors Montréal
218,2020-03-23,Localisation inconnue,Transport et entreposage,100 à 499 employés,,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
219,2020-03-23,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",100 à 499 employés,,,Fiscalité (taxes et impôts),,,,,Répondeur,Montréal-Nord
220,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
221,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
576,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
224,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
225,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Inconnu(e)
1345,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
227,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
228,2020-03-20,Localisation inconnue,Fabrication,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
229,2020-03-24,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Téléphone,Inconnu(e)
230,2020-03-23,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
231,2020-03-23,Localisation inconnue,Construction,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
232,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
233,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
234,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Téléphone,Inconnu(e)
236,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,santé et sécurité,Répondeur,Inconnu(e)
1346,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
238,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
239,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Inconnu(e)
1347,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
241,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
242,2020-03-24,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
244,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
245,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Téléphone,Inconnu(e)
246,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
247,2020-03-26,Localisation inconnue,Industrie de l’information et culturelle,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
249,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
250,2020-03-27,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
251,2020-03-25,Localisation inconnue,Inconnu,Taille inconnue,,,,,,,,Répondeur,Inconnu(e)
252,2020-03-20,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Téléphone,Le Plateau-Mont-Royal
253,2020-03-25,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
254,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
255,2020-03-24,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1348,2020-03-20,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,LaSalle
1352,2020-03-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1353,2020-03-20,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1372,2020-03-20,Oui,"Arts, spectacles et loisirs",1 à 4 employés,,,,,,,,Formulaire,Le Plateau-Mont-Royal
262,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1354,2020-03-20,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
264,2020-03-26,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,,,,,Réglementation,,,Téléphone,Inconnu(e)
265,2020-03-24,Localisation inconnue,Construction,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
266,2020-03-26,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
267,2020-03-20,Localisation inconnue,Service d’hébergement,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
268,2020-03-23,Localisation inconnue,Service d’hébergement,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
269,2020-03-20,Localisation inconnue,Service d’hébergement,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
270,2020-03-20,Non,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Hors Montréal
271,2020-03-23,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Le Plateau-Mont-Royal
273,2020-03-25,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
274,2020-03-20,Localisation inconnue,Transport et entreposage,Taille inconnue,,,,Ressources humaines,,,,Répondeur,Inconnu(e)
275,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Inconnu(e)
276,2020-03-25,Localisation inconnue,Inconnu,Taille inconnue,,,,,,,,Répondeur,Inconnu(e)
277,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Inconnu(e)
278,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Téléphone,Inconnu(e)
279,2020-03-25,Localisation inconnue,Construction,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
280,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
281,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
282,2020-03-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Téléphone,Anjou
283,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Inconnu(e)
284,2020-03-23,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
285,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
286,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
287,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
288,2020-03-26,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
290,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,,,,,,,,Téléphone,Inconnu(e)
291,2020-03-26,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
292,2020-03-25,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
293,2020-03-27,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
1355,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
296,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
297,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,,,,,Réglementation,,,Répondeur,Inconnu(e)
1356,2020-03-20,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
299,2020-03-25,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
300,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
301,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
302,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Téléphone,Inconnu(e)
303,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,,,,,Réglementation,,,Répondeur,Inconnu(e)
304,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
305,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1357,2020-03-20,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Formulaire,Le Sud-Ouest
307,2020-03-20,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
308,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
309,2020-03-23,Localisation inconnue,Transport et entreposage,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
310,2020-03-23,Localisation inconnue,Transport et entreposage,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
311,2020-03-23,Oui,Autres,Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
312,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
313,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
314,2020-03-20,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
315,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
317,2020-03-25,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
318,2020-03-25,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
319,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,,Maintien des opérations,,Ressources humaines,Réglementation,,santé et sécurité,Répondeur,Inconnu(e)
320,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
321,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
322,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1061,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
324,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
325,2020-03-27,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
326,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
1358,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
328,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
165,2020-03-20,Localisation inconnue,Construction,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
